ID,Corporation,Text,Datetime,Hashtags,Racial Justice,BLM,Juneteenth,Money,pred_label_id,pred_label_name,p_Normal,p_Harassment,p_Defamation,p_Misleading,pred_confidence,risk_flag
1282745663076339713,Sysco,"RT @syscofoodie: Celebrate Black Restaurant Week by treating yourself to this delicious The Yard Bird at #FiveCentral this weekend! Also, d…",2020-07-13 18:36:12,FiveCentral,True,False,False,False,3,Misleading,0.12896554,0.03228011,0.0067827553,0.8319716,0.8319716,True
1272628518401249281,Sysco,RT @syscofoodie: Visit our NEW 360° Virtual Restaurant – an interactive experience designed to help operators easily find best practices an…,2020-06-15 20:34:17,,False,,,,3,Misleading,0.013378756,0.031140571,0.006448145,0.94903255,0.94903255,True
1268895011413938177,Sysco,"RT @syscofoodie: Here is one food safety tip to always keep in mind when handling raw meats. 

Frequent handwashing. Hands should be washed…",2020-06-05 13:18:40,,False,,,,3,Misleading,0.013123534,0.0406333,0.005408499,0.94083464,0.94083464,True
1268694812187918336,Sysco,"RT @BrackensKitchen: We’re partnering with @vesta_food to distribute USDA Farm to Family Produce &amp; Food boxes to our community. Over 10,000…",2020-06-05 00:03:09,,False,,,,3,Misleading,0.25271833,0.037299965,0.008390772,0.70159096,0.70159096,True
1268305642663657473,Sysco,RT @syscofoodie: Restaurants depend on takeout and delivery orders now more than ever- whether it’s to increase revenue or to keep up with…,2020-06-03 22:16:43,,False,,,,3,Misleading,0.01979237,0.030057808,0.0062129335,0.9439368,0.9439368,True
1268305440594690055,Sysco,"Nearly half (45%) of adults in the United States reported that their mental health has been negatively impacted due to worry and stress related to COVID-19...

So, what are you doing to support your #mentalhealth? #WellbeingWednesday",2020-06-03 22:15:55,mentalhealth;WellbeingWednesday,False,,,,3,Misleading,0.10398157,0.18408431,0.013186271,0.6987479,0.6987479,True
1268270659131641856,Sysco,"Diversity matters. Creating an inclusive culture is vital to building a stronger Sysco— one that’s more competitive, more innovative, and more in touch with our customers. #inclusion #diversity #CSR",2020-06-03 19:57:43,inclusion;diversity;CSR,True,False,False,False,3,Misleading,0.023970637,0.041754622,0.006802426,0.92747223,0.92747223,True
1268257189787033602,Sysco,What are some of your favorite minority-owned restaurants? Tag them and we’ll share! 💙 #takeouttogiveback #foodservicestrong,2020-06-03 19:04:11,takeouttogiveback;foodservicestrong,False,,,,3,Misleading,0.2862739,0.050691504,0.007334101,0.6557005,0.6557005,True
1267120134000443392,Sysco,"RT @BoJackson: It’s the last week of the #TakeOutToGiveBack campaign, be sure to share your take-out meals. #takeouttogiveback, #teamnokidh…",2020-05-31 15:45:56,TakeOutToGiveBack;takeouttogiveback,False,,,,3,Misleading,0.027439455,0.029997168,0.0046168426,0.9379466,0.9379466,True
1266016984367579136,Sysco,"RT @syscofoodie: Happy National Hamburger Day to all of our followers! Can you name these four burgers?

Tag your favorite burger joint and…",2020-05-28 14:42:25,,False,,,,3,Misleading,0.0532094,0.034827452,0.0051557235,0.9068074,0.9068074,True
1265803631997132805,Sysco,It's #WellbeingWednesday! Did you know that helping others with their emotions can help you with yours? Caring for others helps us meet our most basic psychological needs; that includes volunteer efforts and even caring for pets!  🐕 (ever heard of #puppytherapy?,2020-05-28 00:34:38,WellbeingWednesday;puppytherapy,False,,,,3,Misleading,0.15163451,0.05590081,0.0067721047,0.7856926,0.7856926,True
1275801150562893825,Cisco Systems,"RT @Ronald_vanLoon: Country #Digital Acceleration Program: Better the Lives of the Citizens with #technology 
by @Ronald_vanLoon &amp; @guydied…",2020-06-24 14:41:12,Digital;technology,False,,,,3,Misleading,0.37500075,0.04078937,0.007961162,0.5762487,0.5762487,True
1274750930886504448,Cisco Systems,"RT @CiscoPrideERO: Health, Wellness, and Pride – Cisco Has My Back

A personal and authentic journey. 

#CiscoPRIDE #WeAreCisco #Pride2020…",2020-06-21 17:08:00,CiscoPRIDE;WeAreCisco;Pride2020,False,,,,3,Misleading,0.15721728,0.03749116,0.009362722,0.7959289,0.7959289,True
1286134006522826752,Caterpillar,RT @CaterpillarJobs: Keeping customer needs front and center is Joao Zalla’s priority as a Global Product Application Specialist. Find out…,2020-07-23 03:00:17,,False,,,,3,Misleading,0.02715371,0.028930468,0.0053815776,0.93853426,0.93853426,True
1283875443666563077,Caterpillar,RT @CaterpillarJobs: Opportunities to expand your skill set might be found outside the parameters of your functional area. Check out Phoebe…,2020-07-16 21:25:33,,False,,,,3,Misleading,0.060208146,0.032659106,0.00564499,0.9014877,0.9014877,True
1275423115556913160,Caterpillar,"RT @EquipJournal: The Cat Certified Rebuild process involves many steps, including the inspection, disassembling, reconditioning and testin…",2020-06-23 13:39:01,,False,,,,3,Misleading,0.07129081,0.04976888,0.0074050184,0.87153524,0.87153524,True
1273675533486903298,Caterpillar,"RT @CatMining: From the leader in mining automation, Cat MineStar Command for hauling takes advantage of the most sophisticated technologie…",2020-06-18 17:54:45,,False,,,,3,Misleading,0.071577795,0.043001704,0.006530137,0.8788903,0.8788903,True
1270860031530078209,Caterpillar,"RT @RCRCup: It’s time for Wednesday night racing @MartinsvilleSwy!

Tune in now @FS1 

Distance: 500 laps / 263 miles
Stages: 130 – 260  –…",2020-06-10 23:26:57,,False,,,,3,Misleading,0.37447786,0.038297627,0.009567136,0.57765734,0.57765734,True
1265971093879296003,Caterpillar,"RT @CatFoundationTS: Our Seguin, TX, facility hosted the @nbfoodbank for a mega distribution event last week. 100+ volunteers from the faci…",2020-05-28 11:40:04,,False,,,,3,Misleading,0.1935606,0.03860262,0.008514611,0.75932217,0.75932217,True
1265804744142000133,Caterpillar,"RT @CatFoundationTS: 1 out of 10 people worldwide lack access to clean water sources and electricity. More often than not, the individuals…",2020-05-28 00:39:03,,False,,,,3,Misleading,0.06437612,0.05616276,0.0076127546,0.8718483,0.8718483,True
1282778659393351681,Bank of America,"RT @HaggertyColleen: 4 #Sacramento students are halfway thru their paid #BofAStudentLeaders #internship. On @GoodDaySac, @BankofAmerica’s @…",2020-07-13 20:47:19,Sacramento;BofAStudentLeaders;internship,False,,,,3,Misleading,0.11341494,0.050112374,0.007434287,0.82903844,0.82903844,True
1282744747166101504,Bank of America,Unsure how to redeem your credit card rewards? Open our Mobile Banking app and follow these steps.,2020-07-13 18:32:34,,False,,,,3,Misleading,0.012315333,0.031298347,0.005352535,0.9510337,0.9510337,True
1280857496102428672,Bank of America,"Even debit cards get misplaced sometimes. The next time it happens, follow these 3 steps: 1) Temporarily lock your card, 2) Get immediate confirmation, 3) Unlock your card once you find it.",2020-07-08 13:33:18,,False,,,,3,Misleading,0.01309631,0.039084848,0.0051982384,0.94262064,0.94262064,True
1278321393818427393,Bank of America,Need a new debit or credit card? Follow these steps to order a replacement in our Mobile Banking app.,2020-07-01 13:35:45,,False,,,,3,Misleading,0.023382485,0.03156006,0.0058689397,0.9391885,0.9391885,True
1277630035180965888,Bank of America,Do you have direct deposit? Know the moment money arrives in your account by setting up alerts in our Mobile Banking app.,2020-06-29 15:48:32,,False,,,,3,Misleading,0.049735468,0.03257202,0.0065491763,0.91114336,0.91114336,True
1276539778385629194,Bank of America,"Make life a little simpler, with Bill Pay for one-time and recurring payments. Get started (it’s simple!) in our Mobile Banking app.",2020-06-26 15:36:14,,False,,,,3,Misleading,0.008259521,0.03808053,0.0048675346,0.94879246,0.94879246,True
1275418506683703296,Bank of America,"In less than 24 hours, the @YWCACincinnati moved shelter residents into alternative housing to keep them safe and healthy. We’re proud to partner with non-profits like this around the country that are helping their local communities every day. #BofALocalStories",2020-06-23 13:20:42,BofALocalStories,False,,,,3,Misleading,0.025344627,0.030814294,0.0054488285,0.93839234,0.93839234,True
1285949816485421056,General Electric,"Every day, GE employees are hard at work tackling the world’s toughest problems.
 
Until they’re solved and our job is done, we’ll keep rising to the challenge.",2020-07-22 14:48:22,,False,,,,3,Misleading,0.1414773,0.07306078,0.014894181,0.7705678,0.7705678,True
1285948116575948804,General Electric,"Why do we come to work?
To build a world with better patient care.
To build a world with safer, more efficient travel.
To build a world where power is limitless.

To build a world that works.",2020-07-22 14:41:37,,False,,,,3,Misleading,0.024324967,0.07306242,0.006853027,0.8957595,0.8957595,True
1285559459444596737,General Electric,"Across the globe, we’re on a mission to build a world that works. A world that’s safer, smarter, more connected, and more sustainable than ever.",2020-07-21 12:57:14,,False,,,,3,Misleading,0.27551183,0.080091506,0.016787188,0.6276095,0.6276095,True
1285211324994203650,General Electric,"As long as there are cities to power, patients to treat, and problems to solve, you will find us welding, experimenting, coding, testing, and improving. 

We're building a world that works.",2020-07-20 13:53:52,,False,,,,3,Misleading,0.34371933,0.07096495,0.011937392,0.5733784,0.5733784,True
1284151664795095041,General Electric,"“Lean is our strategy, lean is how we are going to run our business, it’s key to our growth.” 

Determined to overcome challenges posed by COVID-19, this @GEGridSolutions team is utilizing lean methods to improve efficiency and deliver more value to their customers.",2020-07-17 15:43:09,,False,,,,3,Misleading,0.032622647,0.0445965,0.008921683,0.9138591,0.9138591,True
1284151610717896706,General Electric,"Until everyone has power
Until patients no longer require care
Until people everywhere are connected

We'll continue to rise to the challenge
of building a world that works.",2020-07-17 15:42:57,,False,,,,3,Misleading,0.04094488,0.048856117,0.0075912946,0.90260774,0.90260774,True
1283819199161413632,General Electric,"RT @GECareers: Summer is here, and so are our interns! This week we are humbled to kick off their #GEinternacademy experience with our CEO…",2020-07-16 17:42:03,GEinternacademy,False,,,,3,Misleading,0.3760981,0.03407718,0.009306534,0.58051825,0.58051825,True
1283108214100430849,General Electric,"With healthcare monitors in high demand amid the pandemic crisis, @GEAviation’s Cheltenham site partnered with @GEHealthcare to rise to the challenge. Read how lean manufacturing principles helped the team stand up operations to deliver 300 units per week.",2020-07-14 18:36:51,,False,,,,3,Misleading,0.017060552,0.0395894,0.008320698,0.9350293,0.9350293,True
1282782865168707585,General Electric,RT @GErenewables: The first #offshorewind farm in the US has been supplied with @generalelectric’s Haliade 150-6MW and is running successfu…,2020-07-13 21:04:02,offshorewind,False,,,,3,Misleading,0.04031956,0.058376558,0.006800938,0.8945029,0.8945029,True
1275857354907623430,General Electric,"Preparing for a wave of coronavirus patients, a French hospital needed a new CT scanner in 10 days. @GEHealthcare had just the thing.",2020-06-24 18:24:32,,False,,,,3,Misleading,0.075681396,0.04201023,0.007658782,0.8746495,0.8746495,True
1266447952089960448,General Electric,"“Every ventilator we’re able to put back into use means another device to help support a patient in need.”

See how @GEHealthcare’s field engineers have been breathing new life into ventilators for the #COVID19 frontline in the Middle East and Turkey.",2020-05-29 19:14:55,COVID19,False,,,,3,Misleading,0.12776789,0.034864843,0.00905558,0.8283117,0.8283117,True
1266031663001276422,General Electric,"RT @GEHealthcare: Just a day before the Chinese new year, many workers in Wuxi adjusted their schedules and volunteered to help ensure crit…",2020-05-28 15:40:44,,False,,,,3,Misleading,0.2575467,0.04340581,0.008271075,0.69077635,0.69077635,True
1265712174024003594,General Electric,"RT @GELighting: For nearly 130 years, we’ve brought the future to light. Today we take an exciting step forward as @generalelectric  agrees…",2020-05-27 18:31:12,,False,,,,3,Misleading,0.20704037,0.03388596,0.0078387335,0.75123495,0.75123495,True
1265352135224549378,General Electric,"RT @GEHealthcare: In the UK, Nightingale, and many NHS hospitals were in need of ultrasound systems to treat #COVID19 patients. @GEHealthca…",2020-05-26 18:40:32,COVID19,False,,,,3,Misleading,0.013788965,0.038774993,0.005640262,0.94179577,0.94179577,True
1284488572981174272,Merck,RT @CDCgov: Clinicians: Vaccination is more important now than ever to help reduce the strain of vaccine-preventable diseases on our commun…,2020-07-18 14:01:55,,False,,,,3,Misleading,0.027443154,0.038761348,0.005384761,0.92841077,0.92841077,True
1283051221205626880,Merck,"We launched Your Cancer Story to support the #cancer community throughout their full experience with cancer. Explore resources, personal tips and heartfelt stories from the community.",2020-07-14 14:50:23,cancer,False,,,,3,Misleading,0.04284947,0.036778625,0.006203619,0.91416824,0.91416824,True
1266337877673336840,Merck,"RT @Vaxyourfam: #Vaccines are still critical. If your child's provider has postponed vaccination visits during the #coronavirus crisis, giv…",2020-05-29 11:57:32,Vaccines;coronavirus,False,,,,3,Misleading,0.054220352,0.048218433,0.0072220294,0.89033914,0.89033914,True
1285571027452325888,Amazon.com,"We’ll be bringing #PrimeDay savings to members later than usual this year. Safety of our employees, customers, and selling partners remains our #1 priority.

➡️#PrimeDay in India will take place on Aug 6-7, with details for the rest of the world coming soon! 📦",2020-07-21 13:43:12,PrimeDay;PrimeDay,False,,,,3,Misleading,0.21594054,0.04626381,0.008357125,0.72943854,0.72943854,True
1283042909126787075,Exelon,RT @MyBGE: Kids can join our Energy to Learn community by sharing their work using #BGEenergytolearn. The learning materials will remain av…,2020-07-14 14:17:21,BGEenergytolearn,False,,,,3,Misleading,0.08193445,0.03307247,0.006472328,0.8785207,0.8785207,True
1280594245397733378,Exelon,"RT @PECOconnect: High Flying Acts: Drones Help Complete Repairs Over Schuylkill River Following Derecho. 
 
So, what’s all the buzz? Learn…",2020-07-07 20:07:15,,False,,,,3,Misleading,0.38646957,0.036890976,0.009214502,0.5674249,0.5674249,True
1278721419166265346,Exelon,RT @ComEd: Showing appreciation for the sacrifices of our veterans is important to us! 🇺🇸 Our CHAMP program helps veteran and active milita…,2020-07-02 16:05:18,,False,,,,3,Misleading,0.4602767,0.048088767,0.0096962135,0.48193833,0.48193833,False
1277666151640727554,Exelon,RT @PepcoConnect: Pepco is performing the necessary essential work to prepare the local energy grid for increased customer demand. Learn mo…,2020-06-29 18:12:03,,False,,,,3,Misleading,0.00939206,0.034456987,0.00497583,0.9511752,0.9511752,True
1277600815176441861,Exelon,RT @ConstellationEG: Are you struggling coming up with things for your kids to do from home? Print out this Energy Saving coloring book to…,2020-06-29 13:52:25,,False,,,,3,Misleading,0.46479347,0.028513588,0.00796555,0.49872747,0.49872747,False
1276601580436049921,Exelon,"RT @ComEd: We’re goat-ing ready for the arrival of our newest employees! 🐐 Our goat interns will soon join our team, and help clear vegetat…",2020-06-26 19:41:49,,False,,,,3,Misleading,0.036543712,0.053581286,0.004531288,0.9053437,0.9053437,True
1275817975191404547,Exelon,"We celebrate the #SCOTUS continuing #DACA. DREAMers can now continue their lives in the U.S. without fear of losing their job or facing deportation. 

We’re proud our employees have volunteered to help immigrant children &amp; families through @supportKIND, @EJW_org &amp; @NIJC.",2020-06-24 15:48:03,SCOTUS;DACA,False,,,,3,Misleading,0.45043316,0.043989368,0.008677185,0.49690035,0.49690035,False
1273616779911323648,Exelon,RT @ConstellationEG: Enjoy the warm summer weather and experiment with your kids to see just how big bubbles can really get! All you need i…,2020-06-18 14:01:17,,False,,,,3,Misleading,0.058172554,0.028335245,0.0060966955,0.9073955,0.9073955,True
1271427292749848576,Exelon,RT @CeresNews: Congratulations to Ceres' #CorporateEVAlliance member @Exelon on its new fleet electrification commitment. Transitioning to…,2020-06-12 13:01:03,CorporateEVAlliance,False,,,,3,Misleading,0.408038,0.026768547,0.009996283,0.5551971,0.5551971,True
1271140693960994817,Exelon,RT @MyBGE: The new Vehicle Charging Time of Use Rate allows EV owners to separate their vehicle charging from the rest of their home’s elec…,2020-06-11 18:02:12,,False,,,,3,Misleading,0.0098215155,0.035402212,0.00616832,0.94860804,0.94860804,True
1284457893245399040,Tech Data,"RT @CobaltIron: “By including Compass in the Tech Data technology portfolio, we are enabling our partners to access a progressive data mana…",2020-07-18 12:00:00,,False,,,,3,Misleading,0.05145204,0.029428072,0.007544372,0.91157556,0.91157556,True
1283491530754461698,Tech Data,"RT @CRN_Spotlight: 5G is powering the future of technology, enabling businesses and connecting people. @Tech_Data has a solutions portfolio…",2020-07-15 20:00:01,,False,,,,3,Misleading,0.13778943,0.03602985,0.008165811,0.8180149,0.8180149,True
1285250922176798720,IBM,"RT @IBMorg: We know that equal access to #skills and #jobs is the key to unlocking economic opportunity. 

We're upping our commitment with…",2020-07-20 16:31:13,skills;jobs,False,,,,3,Misleading,0.04450141,0.03423308,0.0062852334,0.9149803,0.9149803,True
1283450390860582914,IBM,RT @IBMNews: 1850® Coffee is bringing coffee lovers &amp; producers closer together via IBM Blockchain - the first brand to use Thank My Farmer…,2020-07-15 17:16:33,,False,,,,3,Misleading,0.044119086,0.0320982,0.0056555434,0.91812724,0.91812724,True
1281669188180795392,IBM,"RT @IBMorg: Open P-TECH is helping students build essential tech and professional #skills at their own pace — anytime, anywhere.

Start the…",2020-07-10 19:18:41,skills,False,,,,3,Misleading,0.07555609,0.0347001,0.0062948246,0.8834489,0.8834489,True
1277988112019468291,IBM,"RT @IBMorg: From AI transparency to global education, clean energy, and volunteering — Good Tech is helping us overcome worldwide challenge…",2020-06-30 15:31:24,,False,,,,3,Misleading,0.111921504,0.045760043,0.009423918,0.8328945,0.8328945,True
1272894962800173063,IBM,"RT @WatsonAds: 📣 Introducing Call for Creative! 
We're providing a free trial of IBM Advertising Accelerator with Watson to 5 brands to hel…",2020-06-16 14:13:03,,False,,,,3,Misleading,0.4186923,0.030318778,0.00847047,0.5425184,0.5425184,True
1286376650079449090,United Airlines Holdings,"Our MileagePlus members have donated 7,115,445 miles in the past 28 days. 👏👏

There's still time to send your #MilesOnAMission! Help @TrevorProject, @BTWFoundation, @TransLawCenter, @EqualityIll and @proj_angelheart support LGBTQ communities across the country.",2020-07-23 19:04:27,MilesOnAMission,False,,,,3,Misleading,0.40251443,0.040216114,0.0075071813,0.54976225,0.54976225,True
1285894610850586630,United Airlines Holdings,"Face mask ✅
 
We are extending our face mask requirement to airports. In addition to on board our aircraft, face masks must be worn at customer service counters and kiosks, United Club locations, gates and baggage claim areas.",2020-07-22 11:09:00,,False,,,,3,Misleading,0.25347167,0.060582396,0.011337267,0.67460877,0.67460877,True
1285306223332659200,United Airlines Holdings,"High-efficiency (HEPA) filtration systems help make the air you breathe on board a plane cleaner than restaurants, grocery stores and even some hospitals. 

See how the airflow is designed to minimize the potential spread of contaminants and viruses between rows.",2020-07-20 20:10:58,,False,,,,3,Misleading,0.042928845,0.09345756,0.009628461,0.85398513,0.85398513,True
1284134840808476673,United Airlines Holdings,"Our health and safety procedures are based on the scientific evidence of leading medical experts, including our own corporate medical director. Here are five important ways we're making the travel journey safer for you.",2020-07-17 14:36:18,,False,,,,3,Misleading,0.10172513,0.03881973,0.008227947,0.85122716,0.85122716,True
1283431127613681664,United Airlines Holdings,"For the fifth consecutive year, United was recognized as a top-scoring company and best place to work for disability inclusion based on culture &amp; leadership, enterprise-wide access, employment practices, community engagement and supplier diversity. @DisabilityIN",2020-07-15 16:00:00,,False,,,,3,Misleading,0.062674,0.040894255,0.009563053,0.8868687,0.8868687,True
1277990539221184512,United Airlines Holdings,We partnered with @Clorox and medical experts at @ClevelandClinic with the goal of delivering industry-leading cleanliness throughout your travel journey.,2020-06-30 15:41:03,,False,,,,3,Misleading,0.056627423,0.037192386,0.0073348223,0.89884543,0.89884543,True
1275541697062227968,United Airlines Holdings,"For everyone's safety, temperature checks are required for our employees prior to starting their workday. Utilizing infrared camera technology is one of many ways we're prioritizing a healthy travel journey.",2020-06-23 21:30:13,,False,,,,3,Misleading,0.029546944,0.05582282,0.007981057,0.9066492,0.9066492,True
1278674986270707713,Ford Motor,RT @TomTom: .@Ford's next-gen SYNC connected vehicle system will be powered by #TomTomTraffic! Ford’s all-new 2021 F-150 pickup &amp; the all-e…,2020-07-02 13:00:48,TomTomTraffic,False,,,,3,Misleading,0.14665218,0.039304182,0.0071545173,0.8068892,0.8068892,True
1277957559916195842,Ford Motor,"America, we want to help you get back to it. With Ford Promise, customers who purchase a new, used or Certified Pre-Owned vehicle through Ford Credit and lose their job, can return it for up to one year from the day you bought it.",2020-06-30 13:30:00,,False,,,,3,Misleading,0.025616473,0.03889392,0.006308487,0.9291811,0.9291811,True
1275820983299870722,Ford Motor,"Addressing climate change impact is a salient human rights issue and a strategic priority for Ford. That's why we're working to achieve carbon neutrality by 2050, with interim targets to keep us on track. Find out what else drives us in our annual #sustainability report.",2020-06-24 16:00:00,sustainability,False,,,,3,Misleading,0.048615407,0.03703802,0.008474304,0.9058722,0.9058722,True
1286673491413143557,Nationwide,"We’re proud to support @natfairhouse in its mission to end housing discrimination and build healthy, diverse and well-resourced neighborhoods that everyone can succeed in.",2020-07-24 14:44:00,,True,False,False,True,3,Misleading,0.41693246,0.039362784,0.0121852225,0.53151953,0.53151953,True
1285979166651949056,Nationwide,"Systemic racism and housing instability need to be addressed head on. We’re proud to commit $1 million to help fund Keys Unlock Dreams, a @natfairhouse initiative dedicated to fighting structural racism and closing the racial wealth and homeownership gaps.",2020-07-22 16:45:00,,True,False,False,True,3,Misleading,0.012906884,0.038976718,0.0069680493,0.9411484,0.9411484,True
1286402474920873987,Energy Transfer,"RT @EnergyCitizens: Natural gas and oil’s “resilience shouldn't take anyone by surprise. Every time the industry faces a crisis, environmen…",2020-07-23 20:47:04,,False,,,,3,Misleading,0.04366197,0.03693164,0.0066967765,0.9127097,0.9127097,True
1285943125991723008,Energy Transfer,RT @AmChemistry: #DidYouKnow chemistry contributes 75% of the value of materials inputs in cleaning products? Products like hand sanitizers…,2020-07-22 14:21:47,DidYouKnow,False,,,,3,Misleading,0.20130725,0.047159676,0.0074429456,0.7440902,0.7440902,True
1283792897721106432,Energy Transfer,"RT @EnergyCitizens: As America begins to reopen, “natural gas producers will help get the economy humming in a way that benefits American c…",2020-07-16 15:57:33,,False,,,,3,Misleading,0.31517094,0.055929273,0.0147997895,0.61410004,0.61410004,True
