id,created_at,text,pred_label_id,pred_label_name,p_Normal,p_Harassment,p_Defamation,p_Misleading,pred_confidence,risk_flag,char_len,word_len
791700728867807232,2016-10-27T17:58:57,b'RT @solarcity: Thanks to all our customers! It\xe2\x80\x99s been a great couple of months \xe2\x80\x93 we installed more solar than we expected including our 300\xe2\x80\xa6',3,Misleading,0.03636527,0.033796474,0.004827828,0.92501044,0.92501044,True,176,25
789020098145030144,2016-10-20T08:27:05,"b'@TeslaMotors 8 cameras, 12 ultrasonars and radar all flush mounted and body color. Beauty remains.'",3,Misleading,0.20928034,0.04885993,0.0069414405,0.7349183,0.7349183,True,101,15
789008557341454336,2016-10-20T07:41:13,b'@vicentes latest autonomous hardware allows for easy computer upgrade',3,Misleading,0.06001658,0.0420839,0.005859444,0.89204013,0.89204013,True,72,9
781208061994119168,2016-09-28T19:04:50,b'@GoodDayM Something messed up here. Tesla policy is equal pricing for all. No discounts ever unless a car is a floor model or was damaged.',3,Misleading,0.34636486,0.07551526,0.007346351,0.5707736,0.5707736,True,141,25
780289045238657024,2016-09-26T06:13:00,"b'Chamber pressure is almost 3X Merlin, so engine is about the same size for a given area ratio'",3,Misleading,0.211125,0.17298847,0.014147095,0.6017394,0.6017394,True,96,18
780280440401764353,2016-09-26T05:38:48,b'Production Raptor goal is specific impulse of 382 seconds and thrust of 3 MN (~310 metric tons) at 300 bar',3,Misleading,0.056646317,0.16181014,0.011850395,0.7696932,0.7696932,True,109,20
779003462742794240,2016-09-22T17:04:33,b'Aiming for Oct 28 unveil in SF Bay Area of new Tesla/SolarCity solar roof with integrated Powerwall 2.0 battery and Tesla charger.',3,Misleading,0.105475724,0.050780155,0.00845407,0.8352901,0.8352901,True,133,22
778602694399320065,2016-09-21T14:32:02,b'Tesla keeps temp below 40C/105F by automatically venting cabin &amp; turning on AC when needed. Can do this for up to a year on a full charge.',3,Misleading,0.044266652,0.070737645,0.006732359,0.8782633,0.8782633,True,145,27
771394161756942336,2016-09-01T17:07:54,b'Loss of Falcon vehicle today during propellant fill operation. Originated around upper stage oxygen tank. Cause still unknown. More soon.',3,Misleading,0.3680818,0.22321142,0.012521456,0.39618525,0.39618525,False,140,20
759797091375906817,2016-07-31T17:05:17,b'@RoadandTrack @TeslaMotors Model Y (compact SUV) off Model 3 chassis. Tesla Bus/Minibus/Spacebus off Model X.',3,Misleading,0.3198482,0.05484776,0.0073943036,0.6179097,0.6179097,True,112,15
758351232356397056,2016-07-27T17:19:57,b'Should mention that Gigafactory will be fully powered by clean energy when complete &amp; include battery recycling',3,Misleading,0.0185599,0.039593644,0.0056306226,0.9362158,0.9362158,True,118,17
754263267199979520,2016-07-16T10:35:51,b'Our radar is using a wavelength of 3.9mm. A good size for both decent resolution and rain penetration. Am hopeful...',3,Misleading,0.21808136,0.07545131,0.008874102,0.6975933,0.6975933,True,119,20
752201456980078593,2016-07-10T18:02:57,b'@bolayer @SwiftOnSecurity US is ~11 deaths per billion miles. WW is 17 deaths per billion. Autopilot already much better than either so far.',3,Misleading,0.0627134,0.09172649,0.005404418,0.8401557,0.8401557,True,143,23
743102502225076227,2016-06-15T15:26:57,b'Landing video will be posted when we gain access to cameras on the droneship later today. Maybe hardest impact to date. Droneship still ok.',3,Misleading,0.26619878,0.039513815,0.00834056,0.6859469,0.6859469,True,142,24
743099301174247424,2016-06-15T15:14:14,b'Upgrades underway to enable rocket to compensate for a thrust shortfall on one of the three landing engines. Probably get there end of year.',3,Misleading,0.08852301,0.051020127,0.00821555,0.85224134,0.85224134,True,143,24
743096769001578498,2016-06-15T15:04:10,"b'Ascent phase &amp; satellites look good, but booster rocket had a RUD on droneship'",3,Misleading,0.041174576,0.06536272,0.0062720315,0.8871907,0.8871907,True,85,14
739006012749799424,2016-06-04T08:08:58,b'Creating a neural lace is the thing that really matters for humanity to achieve symbiosis with machines',3,Misleading,0.10639454,0.21167797,0.0086252885,0.6733022,0.6733022,True,106,17
736328917317910528,2016-05-27T22:51:08,b'Crush core is aluminum honeycomb for energy absorption in the telescoping actuator. Easy to replace (if Falcon makes it back to port).',3,Misleading,0.22508064,0.1459434,0.012026234,0.61694974,0.61694974,True,137,22
736320322996076548,2016-05-27T22:16:59,"b'Rocket landing speed was close to design max &amp; used up contingency crush core, hence back &amp; forth motion. Prob ok, but some risk of tipping.'",3,Misleading,0.015050337,0.06948136,0.0058298474,0.9096385,0.9096385,True,151,26
732330010053222400,2016-05-16T22:00:55,b'@joshuapinter @juliusvolz Full height of Falcon 9 boost stage on legs is ~165 ft',3,Misleading,0.13356915,0.059161596,0.0057361103,0.8015331,0.8015331,True,83,14
731984739012251648,2016-05-15T23:08:56,"b'Most recent rocket took max damage, due to v high entry velocity. Will be our life leader for ground tests to confirm others are good.'",3,Misleading,0.3264067,0.079288244,0.010726243,0.5835789,0.5835789,True,137,25
728753234811060224,2016-05-07T01:08:05,b'@lukealization Max is just 3X Merlin thrust and min is ~40% of 1 Merlin. Two outer engines shut off before the center does.',3,Misleading,0.19040018,0.12833475,0.011911539,0.66935354,0.66935354,True,126,23
728459808270000128,2016-05-06T05:42:07,b'May need to increase size of rocket storage hangar',3,Misleading,0.117825165,0.105318375,0.011508608,0.76534784,0.76534784,True,53,9
719571133389938688,2016-04-11T17:01:41,"b'Activate autopilot 4X in quick succession for psychedelic cowbell road. And, yes, we are adding more cowbell soon.'",3,Misleading,0.47260097,0.0469301,0.0067926063,0.4736763,0.4736763,False,117,18
716747672477151232,2016-04-03T22:02:16,b'@torvos torque is shifted between front &amp; rear motors every ~.01 secs. Traction control is way better than a normal AWD. Digital vs analog.',3,Misleading,0.07051546,0.09582868,0.007859257,0.8257966,0.8257966,True,146,24
716745282394976257,2016-04-03T21:52:46,"b'Model 3 will be RWD, with dual motor AWD optional. Even RWD will have great traction on ice due to fast torque response of Tesla drivetrain.'",3,Misleading,0.19670695,0.07309362,0.010461946,0.71973747,0.71973747,True,143,26
716731407310196736,2016-04-03T20:57:38,b'@CmaxVs Only way to get enough rear passenger headroom was to move the rear roof cross-car support beam. A bike will still fit no problem.',3,Misleading,0.11404457,0.05328549,0.007707498,0.8249625,0.8249625,True,141,25
716704636896284673,2016-04-03T19:11:15,b'@RGspan Our production ramp plan should enable large numbers of non X/S customers to receive the credit.',3,Misleading,0.3301867,0.038375176,0.0085230805,0.62291497,0.62291497,True,107,17
715975692228243460,2016-04-01T18:54:41,"b'@Jbourquee Giga is designed to self-power via solar panels (primarily), wind &amp; geo, using its own batteries to store electricity at night.'",3,Misleading,0.46593294,0.056878373,0.008611612,0.46857706,0.46857706,False,145,22
715934657720639488,2016-04-01T16:11:38,"b'Model 3 orders at 180,000 in 24 hours. Selling price w avg option mix prob $42k, so ~$7.5B in a day. Future of electric cars looking bright!'",3,Misleading,0.01060697,0.03880715,0.0052664974,0.9453195,0.9453195,True,143,27
704102461766676481,2016-02-29T00:34:43,b'@SpaceX Launch aborted on low thrust alarm. Rising oxygen temps due to hold for boat and helium bubble triggered alarm.',3,Misleading,0.069116354,0.05334409,0.00610848,0.87143105,0.87143105,True,122,20
703636644704849921,2016-02-27T17:43:43,b'@skiesforme Heavy use of the white causes splitting. Adding backing material to strengthen. Will be upgraded at no cost.',3,Misleading,0.046422634,0.04868536,0.0061988034,0.8986932,0.8986932,True,123,19
701547612747345921,2016-02-21T23:22:39,"b'Global economy of $100T is overwhelmingly fossil fuel based, so IMF estimate of $5T or 5% for carbon subsidy is def right order of magnitude'",3,Misleading,0.015322689,0.057399716,0.0070259273,0.9202517,0.9202517,True,143,25
697678962588188672,2016-02-11T07:10:01,b'Model 3 reservations ($1000 down) will be accepted in Tesla stores on March 31 and online April 1',3,Misleading,0.19456097,0.075762704,0.013120818,0.7165555,0.7165555,True,100,18
689299216607232000,2016-01-19T04:11:54,"b'My best guess for 2016: ~70% landing success rate (so still a few more RUDs to go), then hopefully improving to ~90% in 2017'",3,Misleading,0.46473476,0.040544484,0.011268244,0.48345247,0.48345247,False,127,24
688845689023901696,2016-01-17T22:09:45,"b'If speed at stage separation &gt; ~6000 km/hr. With a ship, no need to zero out lateral velocity, so can stage at up to ~9000 km/h.'",3,Misleading,0.16541071,0.078909665,0.0097564515,0.7459231,0.7459231,True,134,26
688844190826942465,2016-01-17T22:03:47,b'Ship landings are not needed for flexibility or to save fuel costs. Just not physically possible to return to launch site',3,Misleading,0.04082512,0.05136877,0.0067452267,0.9010609,0.9010609,True,124,21
686278452639567876,2016-01-10T20:08:28,"b'Tap your phone or key and your car will open the garage door, exit, close the door and come to you. Will do same in reverse for unsummon.'",3,Misleading,0.12914787,0.32743335,0.006507594,0.53691113,0.53691113,True,140,28
686277508212330496,2016-01-10T20:04:43,b'First baby step in Tesla Summon capability now downloading over-the-air with V7.1',3,Misleading,0.032041013,0.057261374,0.006241142,0.9044565,0.9044565,True,84,12
678004229047357440,2015-12-19T00:09:39,"b'Static fire test looks good. Pending data review, will aim to launch Sunday.'",3,Misleading,0.077486776,0.04718028,0.0067421785,0.8685908,0.8685908,True,79,13
677970721730002944,2015-12-18T21:56:30,b'Aborted on ignition timing due to slow ground side valve. Adjusting ignition sequence by 0.6 secs for next attempt.',3,Misleading,0.27897307,0.11105857,0.009707782,0.6002605,0.6002605,True,118,19
677945101184708609,2015-12-18T20:14:42,b'Abort triggered by flight computer on upper stage throttle valve. Adjusting thresholds and restarting count at T-10 mins.',3,Misleading,0.07599555,0.074973695,0.0074083395,0.8416224,0.8416224,True,124,18
677940293212102656,2015-12-18T19:55:36,b'5 mins from static fire test',3,Misleading,0.15610395,0.08838734,0.008765096,0.74674356,0.74674356,True,31,6
677660460230041600,2015-12-18T01:23:38,b'Falcon 9 is vertical on the launch pad at Cape Canaveral. Working towards static fire. Deep cryo liquid oxygen presenting some challenges.',3,Misleading,0.3376611,0.05685727,0.011263753,0.59421796,0.59421796,True,141,22
658356079026270208,2015-10-25T18:54:55,b'Model 3 is due in ~2 yrs. A China factory for local demand cd be as soon as a year after. A factory in Europe wd happen for same reason.',3,Misleading,0.27534828,0.061672542,0.009791376,0.6531878,0.6531878,True,139,30
657686500310700032,2015-10-23T22:34:15,"b'Autopilot 1.01 coming soon: curve speed adaption, controller smoothness, better lane holding on poor roads, improved fleet learning!'",3,Misleading,0.031805634,0.041994996,0.0060630525,0.9201363,0.9201363,True,135,18
655999309620506626,2015-10-19T06:49:57,b'Autopilot release to Europe and Asia pending regulatory approval. Hopefully get the ok in the next few weeks.',3,Misleading,0.18409866,0.051118292,0.008544981,0.7562381,0.7562381,True,112,18
653004922984660992,2015-10-11T00:31:20,"b'CH4 rapidly decays back to CO2 &amp; is absorbed by plants. What matters is adding new carbon to surface cycle from underground oil, gas &amp; coal.'",3,Misleading,0.02689234,0.10910512,0.008155375,0.85584724,0.85584724,True,151,26
650081625200545792,2015-10-02T22:55:12,b'@Avron_p you can mount a rack to the roof via suction cups and still have one Falcon door work fine. Guaranteed up to 140 mph.',3,Misleading,0.09080675,0.0462868,0.006016424,0.85689,0.85689,True,129,25
639171519197777920,2015-09-02T20:22:20,"b'Model 3, our smaller and lower cost sedan will start production in about 2 years. Fully operational Gigafactory needed.'",3,Misleading,0.031079136,0.058730513,0.0066885957,0.90350187,0.90350187,True,122,19
639170376186990592,2015-09-02T20:17:47,"b'With same options, Model X is $5k more than an S due to greater size &amp; body complexity. Sig Series is fully loaded, hence high price.'",3,Misleading,0.23100165,0.07390562,0.010071342,0.6850214,0.6850214,True,140,26
596053122587365376,2015-05-06T20:45:13,"b'Max acceleration was 6X gravity, altitude 1187m, lateral distance 1202m and velocity 155 m/s. Main chutes deployed 970m.'",3,Misleading,0.02824599,0.08495693,0.0070550386,0.8797421,0.8797421,True,123,18
592836876622520323,2015-04-27T23:45:00,"b'Rocket launch good, satellite in geo transfer orbit. Still so damn intense. Looking fwd to it feeling normal one day.'",3,Misleading,0.043846108,0.19359232,0.0062168655,0.7563447,0.7563447,True,120,20
591062459349274624,2015-04-23T02:14:06,"b'@bonnienorman New Roadster battery should complete safety validation by end of July, so likely available in August'",3,Misleading,0.23383306,0.038373128,0.007974438,0.7198193,0.7198193,True,117,17
588490238936240129,2015-04-15T23:53:01,b'Droneship is fine. No hull breach and repairs are minor. Impact overpressure is closer to a fast fire than an explosion.',3,Misleading,0.060211066,0.078156926,0.0073047266,0.85432726,0.85432726,True,123,21
588076749562318849,2015-04-14T20:29:57,"b'Ascent successful. Dragon enroute to Space Station. Rocket landed on droneship, but too hard for survival.'",3,Misleading,0.24879934,0.1282542,0.0096643055,0.61328214,0.61328214,True,109,16
588071136971206656,2015-04-14T20:07:39,b'3 mins to liftoff',3,Misleading,0.19620718,0.16274597,0.012531655,0.62851524,0.62851524,True,20,4
587704139225759744,2015-04-13T19:49:20,b'Odds of rocket landing successfully today are still less than 50%. The 80% figure by end of year is only bcs many launches ahead.',3,Misleading,0.16220789,0.052904826,0.010551652,0.77433556,0.77433556,True,132,24
585185843649716225,2015-04-06T21:02:32,"b'Battery ""breakthroughs"" need to state power *and* energy density (not the same thing), plus how long they last. They usually fail on energy.'",3,Misleading,0.21696131,0.13097365,0.011217908,0.64084715,0.64084715,True,143,23
582930941720432641,2015-03-31T15:42:21,b'SolarCity just hit a new daily energy record of 5GWh two weeks after reaching 4GWh',3,Misleading,0.03770359,0.06357682,0.007235589,0.89148396,0.89148396,True,85,15
580479736721367041,2015-03-24T21:22:08,"b'Flying car pros: travel in 3D fast. Cons: risk of car falling on head much greater, noisy, grounded in bad weather'",3,Misleading,0.027122753,0.051393285,0.0051655816,0.91631836,0.91631836,True,117,21
577693114657210368,2015-03-17T04:49:06,"b'Battery pack swap is active between SF and LA and seems to be working well. Supercharging is the future, though, for non-commercial traffic.'",3,Misleading,0.2443009,0.07469159,0.011016129,0.6699914,0.6699914,True,143,23
572257004938403840,2015-03-02T04:47:56,"b'Upgrades in the works to allow landing for geo missions: thrust +15%, deep cryo oxygen, upper stage tank vol +10%'",3,Misleading,0.012137995,0.062071748,0.007027881,0.9187623,0.9187623,True,116,20
572252603322527744,2015-03-02T04:30:27,b'Both satellites deployed on target. Now firing their ion thrusters to reach geo station over Europe &amp; Asia.',3,Misleading,0.03478938,0.0527968,0.0068032583,0.90561056,0.90561056,True,114,18
565659578915115011,2015-02-11T23:52:07,b'Rocket soft landed in the ocean within 10m of target &amp; nicely vertical! High probability of good droneship landing in non-stormy weather.',3,Misleading,0.011273703,0.05271264,0.0049604196,0.9310532,0.9310532,True,144,22
565636516551352321,2015-02-11T22:20:29,"b'Mega storm preventing droneship from remaining on station, so rocket will try to land on water. Survival probability &lt;1%.'",3,Misleading,0.01761556,0.0539109,0.005871789,0.92260176,0.92260176,True,127,19
564509965612634112,2015-02-08T19:43:58,b'Rocket reentry will be much tougher this time around due to deep space mission. Almost 2X force and 4X heat. Plenty of hydraulic fluid tho.',3,Misleading,0.028489918,0.083634436,0.0062746434,0.881601,0.881601,True,142,25
560908370623098882,2015-01-29T21:12:31,"b'P85 acceleration will also improve, but not quite as much'",3,Misleading,0.36037588,0.122494414,0.014939774,0.5021899,0.5021899,True,60,10
560900676453433344,2015-01-29T20:41:56,b'Tesla dual motor cars are also all-wheel drive. Main goal of dual motor was actually insane traction on snow. Insane speed was a side effect',3,Misleading,0.22318174,0.16148628,0.007172788,0.6081591,0.6081591,True,143,25
556105370054053889,2015-01-16T15:07:06,b'Next rocket landing on drone ship in 2 to 3 weeks w way more hydraulic fluid. At least it shd explode for a diff reason.',3,Misleading,0.05972621,0.19617221,0.007636817,0.7364648,0.7364648,True,123,25
554023312033341440,2015-01-10T21:13:45,"b'@alankerlin Hydraulics are usually closed, but that adds mass vs short acting open systems. F9 fins only work for 4 mins. We were ~10% off.'",3,Misleading,0.40986326,0.06786525,0.009000976,0.51327044,0.51327044,True,142,25
553964281025548289,2015-01-10T17:19:11,"b'Upcoming flight already has 50% more hydraulic fluid, so should have plenty of margin for landing attempt next month.'",3,Misleading,0.093594216,0.067066215,0.008559333,0.8307803,0.8307803,True,120,19
553853961317654528,2015-01-10T10:00:49,b'Ascent phase good. Dragon deployed to Space Station rendezvous orbit.',3,Misleading,0.25803274,0.07689686,0.010055156,0.6550152,0.6550152,True,72,10
548257415536594944,2014-12-25T23:22:08,b'Roadster upgrade will enable non-stop travel from LA to SF -- almost 400 mile range. Details tmrw. Merry Christmas!',3,Misleading,0.14057797,0.037578598,0.006896098,0.8149473,0.8149473,True,118,19
545967015521820672,2014-12-19T15:40:54,b'Pack swap now operating in limited beta mode for SF to LA route. Can swap battery faster than visiting a gas station. Tesla blog out soon.',3,Misleading,0.010316695,0.03740101,0.0050019524,0.94728035,0.94728035,True,141,26
536265739486121985,2014-11-22T21:11:30,"b'Grid fins are stowed on ascent and then deploy on reentry for ""x-wing"" style control. Each fin moves independently for pitch/yaw/roll.'",3,Misleading,0.19641393,0.11822159,0.0116182,0.6737463,0.6737463,True,137,21
536263260056850432,2014-11-22T21:01:39,"b'Base is 300 ft by 100 ft, with wings that extend width to 170 ft. Will allow refuel &amp; rocket flyback in future.'",3,Misleading,0.045586515,0.09108397,0.0082994625,0.8550301,0.8550301,True,118,23
526974332052844544,2014-10-28T05:50:46,"b'Also, lease price improvement is due to US Bank deal. It is *not* a discount. Revenue to Tesla is unchanged.'",3,Misleading,0.045578204,0.039598927,0.0060265213,0.9087964,0.9087964,True,111,20
513115414620954624,2014-09-20T00:00:22,b'Calendar app w tap to nav &amp; traffic predictor in Tesla V6.0 release will radically improve how the car adapts to the owner over time',3,Misleading,0.16189162,0.042416986,0.0075660353,0.78812534,0.78812534,True,139,25
502974683864518657,2014-08-23T00:24:44,b'Three engine F9R Dev1 vehicle auto-terminated during test flight. No injuries or near injuries. Rockets are tricky \xe2\x80\xa6',3,Misleading,0.3595532,0.1495976,0.010025153,0.48082396,0.48082396,False,130,18
488718649515986944,2014-07-14T16:16:20,"b'Rocket booster reentry, landing burn &amp; leg deploy were good, but lost hull integrity right after splashdown (aka kaboom)'",3,Misleading,0.03021907,0.10014656,0.008762567,0.86087185,0.86087185,True,127,19
478903880793993216,2014-06-17T14:15:57,b'Goal is for unsubsidized solar power to cost less than grid electricity from coal or fracked gas',3,Misleading,0.055506233,0.081862226,0.010528551,0.852103,0.852103,True,99,17
457257359354519552,2014-04-18T20:40:24,b'Orbit insertion and Dragon deploy all good. Falcon reentry burn also good. Waiting for landing data from tracking plane.',3,Misleading,0.023462733,0.04756442,0.0054449523,0.9235279,0.9235279,True,123,19
457188968627310592,2014-04-18T16:08:38,b'This is 1st ever orbital rocket launch w landing legs. Will attempt leg deploy &amp; soft landing out to sea.',3,Misleading,0.059049428,0.045249492,0.0055602533,0.89014083,0.89014083,True,112,20
453571298677907456,2014-04-08T16:33:19,"b'Leasing a Model S takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered'",3,Misleading,0.011979174,0.041043572,0.005445102,0.94153214,0.94153214,True,115,21
443186466319892480,2014-03-11T00:47:42,b'RT @TeslaMS60: Arrived in #hawthorne completing 7740 mile round trip #coasttocoasttocoast in a @TeslaMotors #modelS60 in 9.5 days. For free.',3,Misleading,0.36105973,0.037418116,0.008103928,0.5934182,0.5934182,True,143,20
427371574451507200,2014-01-26T09:24:58,"b'Tesla Supercharger network now energized from New York to LA, both coast + Texas! Approx 80% of US population covered.'",3,Misleading,0.20527028,0.08109297,0.009780206,0.7038566,0.7038566,True,121,20
414560643983740928,2013-12-22T00:58:54,"b'@simonhackett Yes, definitely needs a huge amount of battery capacity. ~1/3 of energy produced during day must be stored'",3,Misleading,0.34728044,0.03986912,0.008104441,0.60474604,0.60474604,True,123,19
407315762387636224,2013-12-02T01:10:19,"b'The gas generator is a small rocket engine that powers the turbopump, which produces 7000 horsepower &amp; weighs 160 lbs'",3,Misleading,0.17132542,0.23871146,0.016341155,0.573622,0.573622,True,124,20
407313331247398912,2013-12-02T01:00:40,b'Engines are cycling cleanly w ground pneumatics. Replaced gas generator on engine 9 (center) as a precautionary measure.',3,Misleading,0.010877067,0.0628423,0.005383859,0.92089665,0.92089665,True,123,18
406799700940324864,2013-11-30T14:59:41,"b'Rocket engines are healthy, but cleaning turbopump gas generators will take another day. Aiming for Mon eve launch.'",3,Misleading,0.013726309,0.049101017,0.0048592472,0.9323134,0.9323134,True,118,18
406205240040771584,2013-11-28T23:37:30,"b'Increasing helium spin start pressure. Probably &lt;50% chance of passing all aborts, but worth a try. Countdown resuming ...'",3,Misleading,0.018361473,0.055838373,0.0061982176,0.9196019,0.9196019,True,128,19
406194506011525120,2013-11-28T22:54:51,b'Launch aborted by autosequence due to slower than expected thrust ramp. Seems ok on closer inspection. Cycling countdown.',3,Misleading,0.03976742,0.044787038,0.00598065,0.90946496,0.90946496,True,124,18
405989364322533376,2013-11-28T09:19:42,"b'@lomac92 @WIRED No, almost all fuel/ox is being reserved for SES satellite to give max chance of success'",3,Misleading,0.020809516,0.042783823,0.0047386633,0.931668,0.931668,True,107,18
405134552458620928,2013-11-26T00:42:59,"b'Saw pressure fluctuations on Falcon boost stage liquid oxygen tank. Want to be super careful, so pushing launch to Thurs.'",3,Misleading,0.0827496,0.055410948,0.007031066,0.8548084,0.8548084,True,124,20
404063199227437057,2013-11-23T01:45:48,"b'Will be toughest mission to date. Requires coast + upper stage restart + going to 80,000 km altitude (~1/4 way to moon).'",3,Misleading,0.17857201,0.07476489,0.011583174,0.73508,0.73508,True,123,22
384407846349062144,2013-09-29T20:02:27,"b'Rocket booster relit twice (supersonic retro &amp; landing), but spun up due to aero torque, so fuel centrifuged &amp; we flamed out'",3,Misleading,0.025578823,0.13413037,0.007691978,0.8325988,0.8325988,True,135,22
380459687050608640,2013-09-18T22:33:52,b'Approach is 360 deg flush mounted tiny cameras + radar (prob not lidar). Lot of software &amp; hardware level image processing.',3,Misleading,0.02305017,0.049741004,0.005272358,0.9219365,0.9219365,True,130,21
379171375732105218,2013-09-15T09:14:35,"b'Will do another static fire of rocket to make sure all is good &amp; AF needs to test ICBMs, so probable launch Sept 29/30.'",3,Misleading,0.18631893,0.087281086,0.01084208,0.71555793,0.71555793,True,126,24
356777845739110400,2013-07-15T14:10:41,"b'@TobiasVdb Yes, it is a purely propulsive landing, but using the huge landing gear A frames as air brakes. Landing prop &lt; 5% of vehicle mass'",3,Misleading,0.32775745,0.06364087,0.008163206,0.6004385,0.6004385,True,146,26
356771814271234050,2013-07-15T13:46:43,b'Just completed full mission duration firing of next gen Falcon 9 booster. V proud of the boost stage team for overcoming many tough issues.',3,Misleading,0.45194334,0.047739737,0.011119912,0.489197,0.489197,False,142,24
349556671447699456,2013-06-25T15:56:19,b'@arthurblake Tesla service can do coating or can be done by any auto glass coating company. My car is done on side &amp; rear',3,Misleading,0.08606623,0.045459248,0.0050865375,0.863388,0.863388,True,128,24
349556116881022976,2013-06-25T15:54:07,"b'@arthurblake Turn off AC recirc, so that cool air flows out thru rear vents &amp; get IR coating on rear glass.'",3,Misleading,0.09924249,0.050311327,0.0059537147,0.8444925,0.8444925,True,114,21
347082201596321794,2013-06-18T20:03:39,"b'Battery pack swap works with all Tesla Model S cars, past and present. It was always there.'",3,Misleading,0.037087075,0.05731854,0.00591765,0.8996767,0.8996767,True,94,17
